Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Mark P. Loftus,@markploftus,2023-07-19T20:05:14.000Z,False,"Northwestern hazing accusers now include former softball, baseball players, attorneys say https://chicagobusiness.com/sports/northwestern-hazing-includes-baseball-softball-players-attorneys… via ",0,0,0,448,[],['@crainschicago'],[],https://pbs.twimg.com/profile_images/985973006185844736/-nYfIJ3J_x96.jpg,https://twitter.com/markploftus/status/1681757106318241793,tweet_id:1681757106318241793
Brian Hamilton,@_Brian_Hamilton,2023-07-19T19:18:32.000Z,False,"Today in Northwestern scandal and lawsuits: ACC commish Jim Phillips named as defendant, baseball, softball + volleyball allegations arise: http://theathletic.com/4703620 Ex-football players say hazing was normalized and 'some' coaches took part: http://theathletic.com/4703562",1,2,2,3.9K,[],[],"['\\U0001f449', '\\U0001f449']",https://pbs.twimg.com/profile_images/1233769600287956994/kAZrRRal_x96.jpg,https://twitter.com/_Brian_Hamilton/status/1681745354818027526,tweet_id:1681745354818027526
"Are you there Rovell? It’s me, Leslie.",@BaronRovell,2023-07-15T18:08:41.000Z,False," the northwestern hazing scandal not only took down Pat Fitz,  and the baseball coach, it took you down from tweeting. “Sad”",0,0,0,111,[],['@darrenrovell'],[],https://pbs.twimg.com/profile_images/1678546164205993984/9Jv15QPE_x96.jpg,https://twitter.com/BaronRovell/status/1680278223349858305,tweet_id:1680278223349858305
Christopher Ostella,@Co7Ostella,2023-07-14T07:30:52.000Z,False,What’s going on at Northwestern? That’s two coaches gone in a week. One for knowing about hazing and doing nothing and the baseball coach for bullying and creating a toxic environment. #NorthwesternCoaches,0,0,1,53,['#NorthwesternCoaches'],[],[],https://pbs.twimg.com/profile_images/1739077040584704000/Kf_J8z4j_x96.jpg,https://twitter.com/Co7Ostella/status/1679755323345600514,tweet_id:1679755323345600514
Nittany Sports Now,@NittanySN,2023-07-14T02:02:09.000Z,False,Northwestern Fires Head Baseball Coach Jim Foster Amid Hazing Scandalhttps://nittanysportsnow.com/2023/07/northwester-fires-head-baseball-coach-jim-foster-amid-hazing-scandal/…,0,1,0,645,[],[],[],https://pbs.twimg.com/profile_images/1304398701482381314/0wkeWGGA_x96.jpg,https://twitter.com/NittanySN/status/1679672601235410944,tweet_id:1679672601235410944
Let's Talk About Dis Shidd,@MrsBarnesII,2023-07-14T01:02:44.000Z,True,"Northwestern fires baseball coach Jim Foster after alleged bullying Northwestern has fired another head coach. Head baseball coach Jim Foster has been let go amid a bullying scandal, the university confirmed in a statement Thursday night. The move comes just days after the …",0,0,0,211,[],[],[],https://pbs.twimg.com/profile_images/1559163848237760513/uR9Lw7XC_x96.jpg,https://twitter.com/MrsBarnesII/status/1679657647023218689,tweet_id:1679657647023218689
New York Post Breaking News,@nypostnews,2023-07-14T00:39:13.000Z,False,"Northwestern has fired another head coach.

Head baseball coach Jim Foster has been let go amid a bullying scandal, the university confirmed in a statement Thursday night. http://trib.al/p386hW1",0,0,0,123,[],[],[],https://pbs.twimg.com/profile_images/1668297765925863424/IVcS-mP5_x96.jpg,https://twitter.com/nypostnews/status/1679651730944847874,tweet_id:1679651730944847874
John Walsh,@_johnwalsh2,2023-07-14T00:21:36.000Z,False,Northwestern dismisses Jim Foster as baseball coach https://chicagotribune.com/sports/college/ct-jim-foster-fired-northwestern-baseball-20230713-aofgqrb6bzgsfmuzci5yypzvty-story.html… #northwestern #BaseBall #Scandal,0,0,1,140,"['#northwestern', '#BaseBall', '#Scandal']",[],[],https://pbs.twimg.com/profile_images/1135839370/photo_x96.jpg,https://twitter.com/_johnwalsh2/status/1679647296298921985,tweet_id:1679647296298921985
WOKV News,@WOKVNews,2023-07-13T03:31:04.000Z,False,"Pat Fitzgerald out at Northwestern, Georgia pushes back against press & new details on Alabama baseball betting scandal",0,0,0,345,[],[],[],https://pbs.twimg.com/profile_images/1198991895030091776/a68IWCBx_x96.jpg,https://twitter.com/WOKVNews/status/1679332590027718657,tweet_id:1679332590027718657
Jeannine Auger,@mudh_imudh,2023-07-12T23:51:13.000Z,False,"From : Something has gone terribly awry with Northwestern’s athletics department, and this latest scandal, as well as a simultaneous one involving the head baseball coach, demands some deeper reflection as to the source of the issues.",1,0,0,130,[],['@TheAthletic'],[],https://pbs.twimg.com/profile_images/1674809719293190145/_PGXLug__x96.jpg,https://twitter.com/mudh_imudh/status/1679277263643193344,tweet_id:1679277263643193344
Charlotte Beauséjour,@helenaputri123,2023-07-12T23:47:40.000Z,False,"From : Something has gone terribly awry with Northwestern’s athletics department, and this latest scandal, as well as a simultaneous one involving the head baseball coach, demands some deeper reflection as to the source of the issues.",0,0,0,111,[],['@TheAthletic'],[],https://pbs.twimg.com/profile_images/1678275211429306368/S9HiNdV5_x96.jpg,https://twitter.com/helenaputri123/status/1679276369384206336,tweet_id:1679276369384206336
Dan Wetzel,@DanWetzel,2023-07-12T21:37:50.000Z,True,pod is live Did Northwestern cave to pressure? Huggins v WVU. Georgia speaks up. Ridiculous details from Bama baseball gambling scandal. Mike Royko Beer Test.    https://tinyurl.com/2ty98vpy,10,10,44,122K,[],"['@RossDellenger', '@ByPatForde', '@SandersonRadio']","['\\U0001f6a8', '\\U0001f3c8', '\\U0001f3c8', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/999754416403038208/jbTyQi24_x96.jpg,https://twitter.com/DanWetzel/status/1679243694778511360,tweet_id:1679243694778511360
The New York Times,@nytimes,2023-07-12T21:21:02.000Z,True,"From : Something has gone terribly awry with Northwestern’s athletics department, and this latest scandal, as well as a simultaneous one involving the head baseball coach, demands some deeper reflection as to the source of the issues.",19,11,52,164K,[],['@TheAthletic'],[],https://pbs.twimg.com/profile_images/1098244578472280064/gjkVMelR_x96.png,https://twitter.com/nytimes/status/1679239466978770945,tweet_id:1679239466978770945
Buzzer Beater Athletics,@bbatletics,2023-07-12T20:39:11.000Z,False,"Pat Fitzgerald out at Northwestern, Georgia pushes back against press & new details on Alabama baseball betting scandal #Sports",0,0,0,21,['#Sports'],[],[],https://pbs.twimg.com/profile_images/1678164976249307137/Lx47AvAt_x96.jpg,https://twitter.com/bbatletics/status/1679228936235155456,tweet_id:1679228936235155456
catedunlap,@catedunlap,2023-07-12T20:08:05.000Z,False,"story on one of the country's most widely read political blogs. Speaker of the House of Illinois was on the NU baseball team, then became a lawyer.  Wise up #NU #Northwestern #hazing #abuse anyone who is not taking the situation seriously.  I believe government authorities will.",0,2,1,987,"['#NU', '#Northwestern', '#hazing', '#abuse']",[],[],https://pbs.twimg.com/profile_images/1509299442591191046/rr-P2NZ2_x96.jpg,https://twitter.com/catedunlap/status/1679221109743296513,tweet_id:1679221109743296513
SportsMap Radio,@SportsMapRadio,2023-07-12T18:00:01.000Z,False,"#FirstNameSports w/  starts now on !

-The #ESPYAwards are a massive waste of time!
-First-half trends in baseball!
-The #Jets are on Hard Knocks!
- talks #Northwestern hazing scandal!

Listen Here:http://Sportsmapradio.com",1,1,1,1.8K,"['#FirstNameSports', '#ESPYAwards', '#Jets', '#Northwestern']","['@g_frank6', '@SportsMapRadio', '@Bradley_Locker']",[],https://pbs.twimg.com/profile_images/1286795516752400384/RNNw5T1I_x96.jpg,https://twitter.com/SportsMapRadio/status/1679188880472559618,tweet_id:1679188880472559618
Neil Holdway,@nholdway,2023-07-11T21:37:00.000Z,False," Watching #PTI now: How about the Northwestern baseball coach situation, getting lost in  the Fitzgerald scandal.",1,0,0,52,['#PTI'],['@RealMikeWilbon'],[],https://pbs.twimg.com/profile_images/696110371103494144/v2af8kXK_x96.jpg,https://twitter.com/nholdway/status/1678881099026448384,tweet_id:1678881099026448384
MTwads,@mtwads,2023-07-11T15:29:31.000Z,False,"Frankly, I'm stunned - I never thought that Northwestern sports - ANY sports - would be touched by such as scandal, and now there are similar charges against the baseball coach. Ouch!",1,0,0,101,[],[],[],https://pbs.twimg.com/profile_images/1499817981924331525/4u83a74-_x96.jpg,https://twitter.com/mtwads/status/1678788619023024130,tweet_id:1678788619023024130
David Haugh,@DavidHaugh,2023-07-11T10:26:24.000Z,False,"Big Tuesday  5:30-10 , reacting to #Northwestern firing Pat Fitzgerald, Fitz fighting back legally, the fallout, NU baseball scandal, #HRDerby:
Pick 6
7:40  
8:45 Mike Florio
9  http://twitch.tv/chicago670thescore…http://670TheScore.com/listen",5,8,10,23K,"['#Northwestern', '#HRDerby']","['@mullyhaugh', '@670TheScore', '@CoachWannstedt', '@Bradley_Locker']",[],https://pbs.twimg.com/profile_images/1402777421158531079/mneV4e6Z_x96.jpg,https://twitter.com/DavidHaugh/status/1678712337459445762,tweet_id:1678712337459445762
@retired_marine1,@retired_marine1,2023-07-11T01:16:19.000Z,False,Northwestern fires Fitzgerald amid hazing claims https://espn.com/college-football/story/_/id/37991452… And their baseball coach should be the next one fired. He's doing almost the same thing as Fitgerald. What is going on with Northwestern athletics?,0,0,0,176,[],[],[],https://pbs.twimg.com/profile_images/1700120699128451072/zxHe44cx_x96.jpg,https://twitter.com/retired_marine1/status/1678573901746515969,tweet_id:1678573901746515969
Matthew Zimmerman,@Zimmsy,2023-07-11T00:33:48.000Z,False,"EVANSTON - In the wake of its second athletic department scandal in less than a week, Northwestern University has parted ways with baseball coach Jim Foster. 
Foster, the 2022 Patriot League Coach of the Year, spent one season at the helm of the Wildcats, finishing 10-40…",0,1,0,1.9K,[],[],[],https://pbs.twimg.com/profile_images/1613028073053495296/mzFHmaWz_x96.jpg,https://twitter.com/Zimmsy/status/1678563203268108291,tweet_id:1678563203268108291
Nancy Benson,@n3benson,2023-07-10T23:58:18.000Z,False,Now on to the Northwestern baseball team scandal,0,0,0,369,[],[],[],https://pbs.twimg.com/profile_images/1348786052316721156/ztMc3vC0_x96.jpg,https://twitter.com/n3benson/status/1678554269622980608,tweet_id:1678554269622980608
The Walmart Wolverine,@TheWalMartWolv,2023-07-10T23:56:03.000Z,False,Live look at Northwestern fans on Monday after hearing Pat Fitzgerald has been fired amid hazing allegations while baseball coach Jim Foster is simultaneously being accused of bullying & abusive behavior:,0,0,4,1.7K,[],[],[],https://pbs.twimg.com/profile_images/1749473863069474820/bMpCD9Ys_x96.jpg,https://twitter.com/TheWalMartWolv/status/1678553704230731777,tweet_id:1678553704230731777
Nancy Benson,@n3benson,2023-07-10T23:35:59.000Z,False,"And what about the AD, given there is also a Northwestern baseball scandal breaking today",0,0,2,237,[],[],[],https://pbs.twimg.com/profile_images/1348786052316721156/ztMc3vC0_x96.jpg,https://twitter.com/n3benson/status/1678548654326534144,tweet_id:1678548654326534144
Nancy Benson,@n3benson,2023-07-10T23:32:06.000Z,False,And now a baseball scandal too at Northwestern https://twitter.com/_kaylacohen/status/1678478567984726019…,0,0,0,169,[],[],[],https://pbs.twimg.com/profile_images/1348786052316721156/ztMc3vC0_x96.jpg,https://twitter.com/n3benson/status/1678547675673657349,tweet_id:1678547675673657349
catedunlap,@catedunlap,2023-07-10T22:45:49.000Z,False,"status of discussion of #NU athletics. An Illinois state representative has put forward legislation in response to hazing.  Big political discussions about this and the hazing and the new baseball controversy.  Northwestern, this is incendiary.  Fix.",0,0,1,324,['#NU'],[],[],https://pbs.twimg.com/profile_images/1509299442591191046/rr-P2NZ2_x96.jpg,https://twitter.com/catedunlap/status/1678536029278437377,tweet_id:1678536029278437377
93.7 The Ticket,@937TheTicket,2023-07-10T18:02:12.000Z,False,"Northwestern Hazing scandal, Baseball Corner and Immaculate CrossOver on Happy Hour: July 10th, 2023 https://twitter.com/i/broadcasts/1mrxmkaPYdZGy…",0,0,0,896,[],[],[],https://pbs.twimg.com/profile_images/1548061565156409345/AljvrIk4_x96.jpg,https://twitter.com/937TheTicket/status/1678464655755476992,tweet_id:1678464655755476992
