Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Inside NU,@insidenu,2023-11-06T19:20:06.000Z,False,"Ahead of tonight’s season opener, here’s how far our staff predicts the Wildcats will go this season. 

Northwestern men’s basketball 2023-24 season prediction roundtable:",0,9,6,2.3K,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721608414818693524,tweet_id:1721608414818693524
Inside NU,@insidenu,2023-11-06T18:27:01.000Z,False,That concludes today's Coach Braun media availability.,0,6,0,866,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721595053842325966,tweet_id:1721595053842325966
Inside NU,@insidenu,2023-11-06T18:26:24.000Z,False,"Braun on using the crowd from Nebraska to learn: ""I think those experiences always help. That's perspective, experience. Those are opportunities to continue to grow.""",0,2,0,887,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721594900741841337,tweet_id:1721594900741841337
Inside NU,@insidenu,2023-11-06T18:25:53.000Z,False,"Braun on Kilbane's redshirt: ""We intend to continue allowing that young man to continue playing at a high level. Michael Kilbane is excited to continue to help push this team to victories.""",0,4,3,906,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721594770101842375,tweet_id:1721594770101842375
Inside NU,@insidenu,2023-11-06T18:25:10.000Z,False,"Braun on corner play: ""Absolutely critical. If you're not playing at a high level at the corner position, it doesn't matter.""

Noted that it's also about the run game and fitting gaps.

""Credit to those two [Hollis Jr. and Johnson]. Credit to the depth in that room.""",0,1,1,841,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721594591273423279,tweet_id:1721594591273423279
Inside NU,@insidenu,2023-11-06T18:24:11.000Z,False,"More: ""You never have it all figured out. You just show up each day doing your best, continuing to have a mentality of humility and growth. At the end of the day, the decisions we've made have been putting our student-athletes at the forefront of those decisions.""",0,0,2,639,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721594344187056639,tweet_id:1721594344187056639
Inside NU,@insidenu,2023-11-06T18:23:20.000Z,False,"Braun on lessons learned: ""It's all about your people. It's all about creating genuine relationships with players, staff and coaches. I think this group is really shining group in terms of their character, their resiliency, their togetherness.""",1,0,2,1K,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721594126657855612,tweet_id:1721594126657855612
Inside NU,@insidenu,2023-11-06T18:22:40.000Z,False,"More: ""Big Ten Network, I don't know what their ratings look like, but the Braun boys are helping their ratings.""",0,0,5,1.6K,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721593962299826424,tweet_id:1721593962299826424
Inside NU,@insidenu,2023-11-06T18:22:12.000Z,False,"Braun on Chris Collins: ""Coach Collins has been very supportive. Wealth of wisdom. Understanding ways that we can recruit at a really high level.""

Said he's ""really excited"" to support the basketball team.

""Plan on supporting as much as I possibly can.""",0,1,11,3.2K,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721593843223507274,tweet_id:1721593843223507274
Inside NU,@insidenu,2023-11-06T18:20:57.000Z,False,"Braun on Wisconsin's quarterback situation: ""I think you've got to prepare like you're going to see Tanner [Mordecai]. We'll certainly be mindful, and be prepared for both quarterbacks.""",0,0,2,951,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721593527774188007,tweet_id:1721593527774188007
Inside NU,@insidenu,2023-11-06T18:20:05.000Z,False,"Braun on weather: ""There's no doubt, when our playoff run's up in Fargo, finding ways to play in a 72-degree climate-controlled dome, there were no complaints on Saturdays about that.""

Said that Big Ten football is ""played outdoors"" and that the team is ""conscious"" of weather.",0,0,5,1.9K,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721593310697996356,tweet_id:1721593310697996356
Inside NU,@insidenu,2023-11-06T18:19:12.000Z,False,"Braun on Jaylen Pate: ""It's awesome. It's what Northwestern football, this athletic department, this university is all about.""

Noted him overcoming university and his ""high character.""

""He's turned himself into a pretty darn good Big Ten defensive end.""",0,3,8,1.1K,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721593088760545591,tweet_id:1721593088760545591
Inside NU,@insidenu,2023-11-06T18:17:58.000Z,False,"Braun on if Northwestern is worried about its standings: ""Very little. They [community members] want to talk about that. The challenge to this group moving forward is leave no doubt. We handle business, let's see where this thing plays out at the end of the season.""",0,0,2,1.2K,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721592779183185930,tweet_id:1721592779183185930
Inside NU,@insidenu,2023-11-06T18:24:11.000Z,False,"More: ""You never have it all figured out. You just show up each day doing your best, continuing to have a mentality of humility and growth. At the end of the day, the decisions we've made have been putting our student-athletes at the forefront of those decisions.""",0,0,2,639,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721594344187056639,tweet_id:1721594344187056639
Inside NU,@insidenu,2023-11-06T18:16:51.000Z,False,"Braun on coaching in Camp Randall Stadium: ""It'd be awesome to go into Camp Randall with this group of guys, this group of staff, and bring a victory back to Evanston.""",0,0,2,826,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721592497783148883,tweet_id:1721592497783148883
Inside NU,@insidenu,2023-11-06T18:15:52.000Z,False,"Braun on improving against Big Ten West teams: ""It really does come back to guys showing up, taking it one day at a time. We talk about flushing the last game.""

Noted putting last year's results in the ""rear view,"" and steady improvement from every player.",0,0,1,814,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721592247844561226,tweet_id:1721592247844561226
Inside NU,@insidenu,2023-11-06T18:14:33.000Z,False,"Braun on Braelon Allen: ""Starts off with some really good tackle circuit work. He's a talented back. Really good stiff-arm. He's going to pick up four yards just by falling forward. We're going to have to do a great job in our fundamental and technique work.""",0,0,0,736,[],[],[],https://pbs.twimg.com/profile_images/867121551665225728/Eo23-Nxa_x96.jpg,https://twitter.com/insidenu/status/1721591916544868429,tweet_id:1721591916544868429
